move_id,name_en,name_cn,type,category,power,accuracy,pp,effect
523,Mimic,模仿,Normal,3,—,—,10,"Mimic copies the last move used by the target (replacing Mimic ). The copied move always has 5 PP. The effect only lasts while the user is in battle: if the user switches out or when the battle ends, the move becomes Mimic again. Mimic cannot copy Chatter , Metronome , Sketch or Struggle ."
524,Mind Blown,惊爆大头,Fire,2,150,100,5,"Mind Blown deals damage, but the user sacrifices 1 ⁄ 2 of its maximum HP in recoil. It can be learnt by UB Burst ."
525,Mind Reader,心之眼,Normal,3,—,—,5,"User's next attack is guaranteed to hit. Changes In Generations 2-3 , Mind Reader has 100% accuracy. Z-Move effects When a Pokémon is holding Normalium Z and uses its Z-Power, Mind Reader turns into Z-Mind Reader and raises Special Attack one stage, in addition to its usual effect as above."
526,Minimize,变小,Normal,3,—,—,10,"Minimize raises the user's Evasion by two stages, thus making the user more difficult to hit. Stats can be raised to a maximum of +6 stages each. The following moves deal double damage against a Pokémon that has used Minimize , and bypass accuracy checks: Body Slam Dragon Rush Flying Press Heat Crash Heavy Slam Malicious Moonsault (Z-Move) Steamroller Stomp"
527,Miracle Eye,奇迹之眼,Psychic,3,—,—,40,"Resets opponent's Evasiveness, removes Dark's Psychic immunity. Z-Move effects When a Pokémon is holding Psychium Z and uses its Z-Power, Miracle Eye turns into Z-Miracle Eye and raises Special Attack one stage, in addition to its usual effect as above."
528,Mirror Coat,镜面反射,Psychic,2,—,100,20,"When hit by a Special Attack, user strikes back with 2x power. Z-Move effects When a Pokémon is holding Psychium Z and uses its Z-Power, Mirror Coat turns into Shattered Psyche and has base power 100 ."
529,Mirror Move,鹦鹉学舌,Flying,3,—,—,20,"User performs the opponent's last move. Z-Move effects When a Pokémon is holding Flyinium Z and uses its Z-Power, Mirror Move turns into Z-Mirror Move and raises Attack two stages, in addition to its usual effect as above."
530,Mirror Shot,镜光射击,Steel,2,65,85,10,"Mirror Shot deals damage and has a 30% chance of lowering the target's Accuracy by one stage. Stats can be lowered to a minimum of -6 stages each. Pokémon with the abilities Keen Eye , Clear Body or White Smoke cannot have their accuracy reduced."
531,Mist,白雾,Ice,3,—,—,30,"User's stats cannot be changed for a period of time. Z-Move effects When a Pokémon is holding Icium Z and uses its Z-Power, Mist turns into Z-Mist and fully restores the user's HP, in addition to its usual effect as above."
532,Mist Ball,薄雾球,Psychic,2,95,100,5,Mist Ball deals damage and has a 50% chance of lowering the target's Special Attack by one stage. Stats can be lowered to a minimum of -6 stages each.
533,Misty Explosion,薄雾炸裂,Fairy,2,100,100,5,The user attacks everything around it and faints upon using this move. This move’s power is increased on Misty Terrain. Misty Explosion is a tutor move available in The Isle of Armor DLC.
534,Misty Terrain,薄雾场地,Fairy,3,—,—,10,"Misty Terrain creates a low-lying mist lasting 5 turns, that protects all grounded Pokémon from status conditions (including confusion). It also halves the power of Dragon type moves while in effect. Grounded Pokémon are simply those that are not raised . Raised Pokémon are any Flying types or those under the effects of Levitate , Magnet Rise or Telekinesis . Full details in glossary . Misty Terrain is a terrain condition and can coexist at the same time as weather conditions, but not other terrain conditions. The move Nature Power turns into Moonblast under Misty Terrain ."
535,Moonblast,月亮之力,Fairy,2,95,100,15,Moonblast deals damage and has a 30% chance of lowering the target's Special Attack by one stage.
536,Moongeist Beam,暗影之光,Ghost,2,100,100,5,"Ignores the target's ability. Z-Move effects When a Pokémon is holding Ghostium Z and uses its Z-Power, Moongeist Beam turns into Never-Ending Nightmare and has base power 180 . When Lunala or Dawn Wings Necrozma is holding Lunalium Z and uses its Z-Power, Moongeist Beam turns into Menacing Moonraze Maelstrom and has base power 200 ."
537,Moonlight,月光,Fairy,3,—,—,5,The user restores its own HP. The amount of HP regained varies with the weather.
538,Morning Sun,晨光,Normal,3,—,—,5,"User recovers HP. Amount varies with the weather. Z-Move effects When a Pokémon is holding Normalium Z and uses its Z-Power, Morning Sun turns into Z-Morning Sun and eliminates any stat drops applied to the user, in addition to its usual effect as above."
539,Mortal Spin,晶光转转,Poison,1,30,100,15,"Removes entry hazards and trap move effects, and poisons opposing Pokémon."
540,Mountain Gale,冰山风,Ice,1,100,85,10,Mountain Gale deals damage and has a 30% chance of causing the target to flinch (if the target has not yet moved). Pokémon with the ability Inner Focus or those behind a Substitute cannot be made to flinch.
541,Mud Bomb,泥巴炸弹,Ground,2,65,85,10,"Mud Bomb deals damage and has a 30% chance of lowering the target's Accuracy by one stage. Stats can be lowered to a minimum of -6 stages each. Pokémon with the abilities Keen Eye , Clear Body or White Smoke cannot have their accuracy reduced."
542,Mud Shot,泥巴射击,Ground,2,55,95,15,Mud Shot deals damage and lowers the target's Speed by one stage. Stats can be lowered to a minimum of -6 stages each.
543,Mud Sport,玩泥巴,Ground,3,—,—,15,Mud Sport reduces the power of Electric type moves by 50%. The effect applies to the entire field. Most Pokémon that learn Mud Sport are part Ground type and thus already immune to Electric attacks.
544,Mud-Slap,掷泥,Ground,2,20,100,10,"Mud-Slap deals damage and lowers the target's Accuracy by one stage. Stats can be lowered to a minimum of -6 stages each. Pokémon with the abilities Keen Eye , Clear Body or White Smoke cannot have their accuracy reduced."
545,Muddy Water,浊流,Water,2,90,85,10,"Muddy Water deals damage and has a 30% chance of lowering the target's Accuracy by one stage. Stats can be lowered to a minimum of -6 stages each. Pokémon with the abilities Keen Eye , Clear Body or White Smoke cannot have their accuracy reduced."
546,Multi-Attack,多属性攻击,Normal,1,120,100,10,Multi-Attack is the signature move of Silvally. It deals damage with its type matching the Memory item held.
547,Mystical Fire,魔法火焰,Fire,2,75,100,10,Mystical Fire deals damage and lowers the target's Special Attack by one stage.
548,Mystical Power,神秘之力,Psychic,2,70,90,10,Mystical Power deals damage and raises the user's Special Attack by one stage. Stats can be raised to a maximum of +6 stages each.
549,Nasty Plot,诡计,Dark,3,—,—,20,Nasty Plot raises the user's Special Attack by two stages. Stats can be raised to a maximum of +6 stages each.
550,Natural Gift,自然之恩,Normal,1,—,100,15,"Natural Gift deals damage with no additional effects. However, its type and base power vary depending on the user's held Berry. The grid below shows which Berries provide which power and type. For example, if a Pokémon holding a Cheri Berry uses Natural Gift , it will become a base power 60, Fire-type attack; holding a Starf Berry it will become an 80 power Psychic-type move. 60 BP 70 BP 80 BP Normal Chilan Berry Fire Cheri Berry, Occa Berry Bluk Berry Watmel Berry Water Chesto Berry, Passho Berry Nanab Berry Durin Berry Electric Pecha Berry, Wacan Berry Wepear Berry Belue Berry Grass Rawst Berry, Rindo Berry Pinap Berry Liechi Berry Ice Aspear Berry, Yache Berry Pomeg Berry Ganlon Berry Fighting Leppa Berry, Chople Berry Kelpsy Berry Salac Berry Poison Oran Berry, Kebia Berry Qualot Berry Petaya Berry Ground Persim Berry, Shuca Berry Hondew Berry Apicot Berry Flying Lum Berry, Coba Berry Grepa Berry Lansat Berry Psychic Sitrus Berry, Payapa Berry Tamato Berry Starf Berry Bug Figy Berry, Tanga Berry Cornn Berry Enigma Berry Rock Wiki Berry, Charti Berry Magost Berry Micle Berry Ghost Mago Berry, Kasib Berry Rabuta Berry Custap Berry Dragon Aguav Berry, Haban Berry Nomel Berry Jaboca Berry Dark Iapapa Berry, Colbur Berry Spelon Berry Rowap Berry Steel Razz Berry, Babiri Berry Pamtre Berry"
551,Nature Power,自然之力,Normal,3,—,—,20,"When Nature Power is used it turns into a different move depending on the current battle terrain, as listed below. Although it's a Normal type move, the user only receives STAB if the move it turns into is their type. For example, Sawsbuck (Normal/Grass) would not obtain STAB if Nature Power turned into Hydro Pump , but Ludicolo would."
552,Nature's Madness,自然之怒,Fairy,2,—,90,10,"Halves the foe's HP. Z-Move effects When a Pokémon is holding Fairium Z and uses its Z-Power, Nature's Madness turns into Twinkle Tackle and has base power 100 . When a Tapu is holding Tapunium Z and uses its Z-Power, Nature's Madness turns into Guardian of Alola ."
553,Needle Arm,尖刺臂,Grass,1,60,100,15,Needle Arm deals damage and has a 30% chance of causing the target to flinch (if the target has not yet moved). Pokémon with the ability Inner Focus or those behind a Substitute cannot be made to flinch.
554,Never-Ending Nightmare,无尽暗夜之诱惑,Ghost,—,—,—,1,"Never-Ending Nightmare is the Ghost type Z-Move, introduced in Pokémon Sun/Moon."
555,Night Daze,暗黑爆破,Dark,2,85,95,10,"Night Daze deals damage and has a 40% chance of lowering the target's Accuracy by one stage. Stats can be lowered to a minimum of -6 stages each. Pokémon with the abilities Keen Eye , Clear Body or White Smoke cannot have their accuracy reduced."
556,Night Shade,黑夜魔影,Ghost,2,—,100,15,The damage of Night Shade is equal to the user's level. So at level 100 the Pokémon will inflict 100 HP damage.
557,Night Slash,暗袭要害,Dark,1,70,100,15,Night Slash deals damage and has an increased critical hit ratio ( 1 ⁄ 8 instead of 1 ⁄ 24 ).
558,Nightmare,恶梦,Ghost,3,—,100,15,"If the target is asleep, Nightmare causes it to lose 1 ⁄ 4 of its maximum HP after each turn. The status condition is cured when the Pokémon wakes up."
559,No Retreat,背水一战,Fighting,3,—,—,5,Raises all stats but user cannot switch out.							(100% chance)
560,Noble Roar,战吼,Normal,3,—,100,30,Noble Roar lowers the target's Attack and Special Attack by one stage each. Stats can be lowered to a minimum of -6 stages each.
561,Noxious Torque,剧毒暴冲,Poison,1,100,100,10,Noxious Torque deals damage and has a 30% chance of poisoning the target. Only the Revavroom used by Team Star has this move.
562,Nuzzle,蹭蹭脸颊,Electric,1,20,100,20,"Nuzzle deals damage and paralyzes the target. Paralyzed Pokémon have a 25% chance of not being able to attack, and their Speed is decreased by 50% (75% in Generations 1-6 ). Electric type Pokémon, those with the ability Limber or those behind a Substitute cannot be paralyzed."
563,Oblivion Wing,归天之翼,Flying,2,80,100,10,"Oblivion Wing deals damage and the user will recover 75% of the HP drained. Oblivion Wing is the signature move of Yveltal . In battle, the user flies high into the sky then releases a beam of red light that scorches the ground."
564,Obstruct,拦堵,Dark,3,—,100,10,"Obstruct prevents any attacks targeted at the user from striking, for the duration of the turn. If a contact move is targeted at the user on that turn, the attacker's Defense is lowered by two stages. Stats can be lowered to a minimum of -6 stages each."
565,Oceanic Operetta,海神庄严交响乐,Water,2,195,—,1,Oceanic Operetta is a Water type Z-move exclusive to Primarina . It is used with Primarina's signature move Sparkling Aria .
566,Octazooka,章鱼桶炮,Water,2,65,85,10,"Octazooka deals damage and has a 50% chance of lowering the target's Accuracy by one stage. Stats can be lowered to a minimum of -6 stages each. Pokémon with the abilities Keen Eye , Clear Body or White Smoke cannot have their accuracy reduced."
567,Octolock,蛸固,Fighting,3,—,100,15,"Octolock prevents the target from fleeing or switching out, while the user remains in battle. It also lowers the target's Defense and Special Defense by one stage each every turn. Stats can be lowered to a minimum of -6 stages each."
568,Odor Sleuth,气味侦测,Normal,3,—,—,40,"Resets opponent's Evasiveness, and allows Normal- and Fighting-type attacks to hit Ghosts. Changes In Generation 3 , Odor Sleuth has 100% accuracy. Z-Move effects When a Pokémon is holding Normalium Z and uses its Z-Power, Odor Sleuth turns into Z-Odor Sleuth and raises Attack one stage, in addition to its usual effect as above."
569,Ominous Wind,奇异之风,Ghost,2,60,100,5,"Ominous Wind deals damage and has a 10% chance of raising the user's Attack, Defense, Special Attack, Special Defense and Speed by one stage each. Stats can be raised to a maximum of +6 stages each."
570,Order Up,上菜,Dragon,1,80,100,10,"Order Up deals damage. If the user, Dondozo, has a Tatsugiri in its mouth, it also raises a particular stat depending on the form of Tatsugiri: Curly Form (orange) raises Dondozo's Attack Droopy Form (pink) raises Dondozo's Defense Stretchy Form (yellow) raises Dondozo's Speed Stats can be raised to a maximum of +6 stages each."
571,Origin Pulse,根源波动,Water,2,110,85,10,Origin Pulse deals damage and hits all adjacent opponents in double/triple battles. It is the signature move of Kyogre .
572,Outrage,逆鳞,Dragon,1,120,100,10,"The user of Outrage attacks for 2-3 turns, during which it cannot switch out, and then becomes confused. Confused Pokémon have a 33% chance of hurting themselves each turn, for 1-4 attacking turns (50% chance in Generations 1-6 ). The damage received is as if the Pokémon attacks itself with a typeless 40 base power Physical attack. If Outrage is disrupted (e.g. if the move misses or the user cannot attack due to paralysis) then it will stop and not cause confusion. Pokémon with the ability Own Tempo or those behind a Substitute cannot be confused."
573,Overdrive,破音,Electric,2,80,100,10,Hits all adjacent opponents.
